TERM,PATHWAYS,INTERACTIONS
P25189,0,13
p27816,0,26
P43320,0,10
PCDH8,2,24
PITX3,1,23
Q13075,0,24
Q2WGN9,0,0
Q15049,0,13
Q5VUY0,0,0
Q7Z2Y5,1,24
Q6UB99,0,24
Q7Z3G6,0,24
Q7Z570,0,5
Q7Z5M5,0,5
Q8IYB7,0,16
Q7Z5Q1,0,24
Q8IZP6,0,6
Q96C11,0,8
q8nfj5,3,24
Q9H251,2,24
Q9HBR0,0,17
Q9NX07,0,6
Q9NYQ7,2,25
Q9NZU7,0,21
Q9UJ72,0,6
Q9ULK0,0,9
Q9Y2W3,0,2
RNASEH1,1,20
SGCZ,0,17
SH3BGRL2,0,21
SLC35D3,0,5
TRIB1,0,28
TRIM47,0,25
ZBTB21,0,25
3_utr_mediated_translational_regulation,0,0
ZPBP2,0,24
ADGRV1,0,24
ATG2A,0,23
ANKRD17,0,25
cdkl1,0,18
CLN8,0,24
CROCC,0,24
CUX2,0,6
DNAH10,0,6
FOCAD,0,9
GGTLC1,0,2
GLI4,0,7
HSPB9,0,18
IFITM5,0,0
KLF11,1,25
MAGEF1,0,14
MCTS1,0,24
NEUROD4,0,13
NLRP5,0,10
O15374,0,8
P03901,2,0
pacs2,0,15
p30046,0,24
pmel,0,24
Q03167,3,26
pyroxd1,0,17
Q08648,0,4
Q16281,2,26
Q16627,0,17
Q96TA0,0,0
Q96QU1,2,20
Q9BSQ5,2,25
Q9BVR0,0,0
Q9HC10,0,10
SNX27,0,24
SH3BGRL3,0,21
TBC1D23,0,24
TGM6,0,4
TBR1,0,24
TMEM70,0,24
ACTL7B,0,1
ZNF628,0,5
ALKBH7,0,24
BTBD9,0,24
gimap7,0,2
GSDMB,0,8
HOOK3,0,24
NAA25,0,24
MAP3K10,8,33
oxr1,0,24
PMCHL1,0,0
P07311,1,28
Q6ZS72,0,0
Q96PZ7,0,6
Q7Z7A4,0,21
Q9UKN7,1,9
R-MMU-912497,0,0
rrad,1,28
SLC45A1,0,2
SLC22A25,0,1
SLC4A11,0,42
SPATA6,0,18
TBX10,0,3
ACYP1,2,28
wdr47,0,24
AKIRIN1,0,24
ATXN8,0,0
EFHD1,0,25
Gon4l,0,16
HPS3,0,22
ICA1,0,24
KCTD20,0,24
LMOD3,0,11
MRAS,1,27
PHF3,0,25
Q9BY21,0,9
TMEM123,0,7
SPANXA1,0,5
TTC12,0,17
C9orf116,0,0
BCORL1,0,24
CASD1,0,3
CCL15,0,8
CLUH,0,24
CRNN,0,24
CPA6,5,36
FAM111A,0,9
FANK1,0,12
GNPTG,0,18
SERPINI2,0,16
klhdc10,0,24
TTC28,0,24
EBF4,0,4
DBR1,0,18
FOXE3,0,1
SFRP5,1,24
XIRP2,0,12
p75NTR regulates axonogenesis,79,0
jph2,0,24
SVOPL,0,3
KIAA0100,0,10
PAGE4,1,4
EPHX3,0,1
AGAP1,0,24
SCAF1,0,24
PAGE2,0,6
WDR11,0,24
IRAK1BP1,1,14
RAPGEF6,0,27
anxa8,0,25
SLC25A31,0,5
KLHL15,0,24
insl6,0,22
H6PD,7,32
NOC3L,0,24
SOX18,0,8
GAGE1,0,2
SCAF4,0,24
LRFN5,0,24
FGGY,0,8
PACRG,0,24
TRHDE,0,23
CISD1,0,24
PATL2,0,3
DCLK1,0,25
CSMD2,0,9
NACC2,0,16
CRTAC1,0,24
COBLL1,0,24
MSMB,0,19
ADARB2,0,24
PHOX2A,0,15
UFSP2,0,24
A0A0B4J241,0,0
A2PYH4,0,10
A2RUT3,0,2
ACP4,0,24
ADGRD1,0,8
B2CW77,0,0
E9PJ23,0,0
COQ8B,0,24
FCSK,0,0
glucolysis,0,0
gcna,0,2
LRRC2,0,11
LRRC6,0,17
LSM14A,0,24
LVRN,0,8
MAGEB1,0,8
MEGF6,0,11
mex3a,0,8
MPEG1,0,2
MPPED2,0,24
MYO7B,1,4
MYCBPAP,0,9
NAA60,0,13
Nav1,0,24
NAV3,0,25
NKTR,0,24
NKAIN4,0,48
NXNL1,0,4
O14764,0,24
O00453,0,7
O15541,0,24
O43854,3,13
O60318,0,24
O60774,0,0
O75204,0,11
O94812,0,5
O95390,9,24
O95600,1,24
P07315,0,13
P08493,1,24
P0DMT0,0,0
P14406,0,0
P25686,0,25
P31277,0,12
P28358,0,25
P48594,0,24
P52943,0,24
P54107,0,8
P58658,0,24
P62068,2,24
P78334,0,24
PALLD,0,24
PCDHB6,2,18
PCDHA8,2,16
PCDHGA11,2,24
PCNX1,0,12
PDLIM2,0,25
PGBD5,0,2
phf13,0,15
PLCXD1,0,4
PKD2L1,0,13
PLXDC1,0,5
PPP4R1,0,24
PRH1,0,8
Q05BQ5,0,24
q01151,0,24
Q10981,3,30
Q12766,0,10
Q12765,0,24
Q13571,0,24
Q14129,0,24
Q15170,0,24
Q156A1,0,0
Q15782,0,3
q16206,0,24
Q2KHT3,0,6
Q3MJ13,0,4
Q2TAL5,0,24
Q562E7,0,24
Q5JU69,1,6
Q5TBK1,0,3
Q63ZE4,0,1
Q5VTJ3,0,11
Q6DN12,0,10
Q6IN97,0,0
Q6MZM0,0,24
Q6NXT6,0,24
Q6P9F5,0,9
Q6PDA7,0,1
Q6PDB4,0,24
Q6S8J3,0,24
Q6UWB4,0,12
Q6UX65,0,9
Q6V0I7,0,24
Q6ZP82,0,8
Q6WQI6,0,1
Q75WM6,0,3
Q7L513,0,9
Q7RTX9,0,5
Q7Z5Y7,0,24
Q7Z2Z1,0,9
Q7Z7G8,0,25
Q86SQ6,0,1
Q86U17,0,1
Q86UU1,0,23
Q86WZ0,0,5
Q86Y56,0,24
Q86X60,0,2
Q8IXP5,0,0
Q8IXQ5,0,24
Q8N878,0,24
Q8NA82,0,19
Q8NB59,0,4
Q8TAP9,0,24
Q8NHX4,0,9
Q8TDP1,0,11
Q8WTT2,0,24
Q8WWF1,0,0
Q8WX94,0,4
Q92879,0,25
Q96A47,0,13
Q96B54,0,24
Q96DT5,0,6
Q96F81,1,7
Q96JQ0,2,24
Q96MW7,0,7
Q96PS1,0,4
Q96PB8,0,13
Q99440,0,0
Q99622,0,0
Q9BPX5,3,31
Q9BUK6,0,20
Q9BQE6,0,14
Q9BVA0,0,24
Q9BXJ3,0,11
Q9H019,0,24
Q9H2Y7,0,24
Q9H1E3,0,24
Q9H694,0,5
Q9H6K4,0,24
Q9H7C9,0,24
Q9H8W2,0,0
Q9H7L2,0,0
Q9H9S5,0,24
Q9HC78,0,25
Q9HCC6,0,13
Q9HCE0,0,7
Q9NQ60,0,0
Q9NWK9,0,24
Q9NYI0,0,17
Q9NYT0,0,5
Q9P1U1,0,24
Q9P2K8,0,24
Q9P1Y6,0,22
Q9UJT1,0,10
Q9UJW2,0,24
Q9UK76,0,24
Q9UM00,0,24
Q9UNI1,0,24
Q9Y2H6,0,24
Q9Y215,0,24
Q9Y426,0,15
Q9Y4M8,0,0
Q9Y4F1,1,24
Q9Y6F8,0,2
RABL2A,0,21
RABL6,0,24
reg4,0,9
RGL2,1,28
RNF112,0,6
RUFY3,0,19
SASH1,0,20
S100G,0,11
SEMA3D,0,2
41883,0,0
SEMA6B,0,4
SEZ6,0,24
SHROOM3,0,21
SLC10A3,0,3
SLC26A5,0,1
slc25a40,0,12
SPAG17,0,3
SPATS2L,0,24
SPANXN4,0,1
STARD9,0,13
TACSTD2,0,24
TBRG1,0,16
THAP2,0,10
THAP3,0,8
theanine,0,0
TIMP4,0,17
TMEM230,0,20
TMCC3,0,8
TMEM87B,0,6
TPBG,0,24
TMPRSS5,0,13
TPRG1L,0,1
TULP2,0,24
TREX2,2,24
USP17L9P,0,0
USP40,0,8
VPS33A,0,24
VPS33B,0,24
VSIG1,0,24
VSIG2,0,24
xpr1,0,25
ZFR,0,25
ZIC5,1,18
ZNF174,0,24
A4IF30,0,0
ACOD1,0,0
B7Z6K7,0,1
BORCS5,0,15
BOD1L1,0,24
Bsx,0,1
CAMK2N1,0,4
C9orf64,0,0
CAMK2N2,0,5
CCNQ,0,21
CHRFAM7A,2,21
CLSTN2,0,16
CMTM1,0,3
COLQ,0,24
CNTNAP5,0,8
CT47A5,0,0
DGCR6L,0,24
DDX50,0,24
DNAH17,0,8
DNAJC5B,0,15
DUSP11,0,24
EDDM3A,0,2
EPC2,0,24
GDF11,9,24
FAM167A,0,24
gpr34,0,3
GSX1,0,24
grwd1,0,24
H3BRN8,0,0
HEATR3,0,24
Hrk,1,24
HSPB3,0,24
IFI27L2,0,3
ITM2A,0,22
LARP6,0,7
LBX2,0,2
METAP1D,0,12
MS4A12,0,3
MRO,0,4
MYH15,1,8
nanos2,0,22
NBEAL1,0,12
NBPF8,0,0
NBPF11,0,4
NBPF9,0,1
ncln,0,24
O00442,0,24
O14522,0,30
O00624,0,49
O15127,1,24
O75838,0,40
O75333,0,3
O96004,1,25
P09131,0,3
P19526,3,30
P28325,1,11
P22004,11,26
P2RY8,0,24
P40967,0,24
P33763,0,6
P41271,0,24
P51508,0,6
P51513,0,26
P52306,2,26
P56715,0,10
P58743,0,1
P59046,1,24
PAGE3,0,7
PCDHB13,2,15
POLR2M,0,24
Q02962,3,26
Q14264,0,2
Q08188,0,24
Q15270,0,1
Q3C1V8,0,1
Q2M3X9,0,1
Q4LDE5,0,8
Q6NT16,0,4
Q6PCB6,0,2
Q6PD74,0,24
Q6PEZ8,0,1
Q6UXH8,0,14
Q6ZW76,0,14
Q709C8,0,24
Q7L622,0,16
Q7Z7B0,1,25
Q7Z2Z2,0,24
Q86UP6,0,5
Q8IUL8,0,12
Q86V15,0,24
Q8IXQ8,0,8
Q8NBI5,0,18
Q8N755,0,0
Q8NCK7,0,9
Q8NHP8,0,16
Q8NFV5,0,2
Q8TCG5,3,48
Q8WXG9,0,24
Q92565,0,24
Q96AE7,0,24
Q93052,2,26
Q96CQ1,0,5
Q96ER9,0,24
Q96H72,0,24
Q96PB1,0,3
Q96H78,0,6
Q9BQ75,0,25
Q9BRT6,0,21
Q9BS92,0,1
Q9BYG8,0,5
Q9BXP2,0,20
Q9BZE3,0,24
Q9H0C2,0,5
Q9H161,0,24
Q9H1Q7,0,18
q9h1u9,0,25
Q9H892,0,17
Q9H239,0,8
Q9H9C1,0,19
Q9HBG7,1,8
Q9HBW1,0,24
Q9NSI5,0,5
Q9NTI7,0,12
Q9NUV9,0,5
Q9NZJ7,0,24
Q9UMZ3,0,0
Q9P2T0,0,3
Q9Y6I8,0,6
r-mmu-174800,0,0
Q9Y6X8,1,28
REXO4,0,24
RPUSD3,0,24
RNF39,0,16
RTTN,0,5
SERPINA6,0,25
SEC31B,0,17
SGCA,0,24
SLC25A43,0,8
SMPDL3B,0,24
STXBP6,0,16
SOX21,0,11
TBPL1,3,24
TFDP3,0,24
TDRD3,0,24
TFF2,1,25
TXNDC12,1,48
TGIF2LX,0,3
UBR3,0,24
ZMYM6,0,24
ZNHIT3,0,25
APOLD1,0,6
BACE2,2,30
C12orf4,0,0
C20orf194,0,0
CDCP2,0,0
CHURC1,0,7
CLIC6,2,8
CLPTM1L,0,24
CORO2A,0,24
CPAMD8,0,6
CRYGC,0,13
CRELD1,0,24
DDX25,0,11
DMRTC2,0,4
DHRS4L2,2,9
DNAJB5,0,24
DPPA2,0,20
Dnajc21,0,15
DUSP18,1,37
FAM208A,0,0
FERD3L,0,25
FXYD5,0,11
FKBP2,1,24
GABRG1,0,14
GIMAP4,0,5
GXYLT2,1,11
HTATSF1,0,24
HMGN3,0,24
HYAL4,3,3
IFNE,0,9
IKBIP,0,24
immp2l,0,8
IRX2,0,19
KIAA0586,0,24
LAD1,0,25
LIM2,0,7
MAATS1,0,12
MEGF8,0,24
MDS2,0,0
NXNL2,0,0
O43657,0,24
O75840,0,24
P12524,0,25
P0CK97,0,4
P17050,1,19
P57727,0,24
P24666,3,34
P78539,0,17
PALMD,0,24
PRCD,0,0
Q03052,0,24
PSRC1,0,22
Q14CZ8,0,15
Q16517,0,24
Q5HY64,0,0
Q68DA7,1,12
Q5T011,0,24
Q6UWP2,0,13
Q6ZN30,0,24
Q7Z3E2,0,18
Q8N1L1,0,0
q92765,9,26
Q96HH9,0,24
Q96FN9,0,10
Q96P69,0,1
Q9NXI6,0,12
Q9H426,0,12
Q9NY74,0,24
Q9P225,0,5
Q9UEW8,2,29
Q9Y5F1,2,24
Q9Y5E1,0,1
Q9Y5F9,2,14
Q9Y623,3,24
Q9Y5I2,2,24
Q9Y6Y1,0,24
SLC22A20P,0,0
s100a5,0,6
SPDEF,3,24
TASP1,0,8
TIMD4,0,2
ANGPTL2,0,19
ZC3H13,0,24
ANKRD30B,0,1
ARL14,0,7
BTBD7,0,4
CASZ1,0,24
C2orf40,0,0
CCDC141,0,8
CHI3L2,0,3
CNTNAP3,0,24
CST8,0,1
DUSP22,1,27
EMC10,0,18
FEZF2,0,25
FOXI3,0,0
GTDC1,0,7
GULP1,1,24
KLHL31,0,1
nppb,0,27
O00198,2,24
O14948,1,24
P00995,0,13
P22003,9,25
P56915,3,26
panx3,0,3
PCP4,0,14
PRM1,0,9
PPP1R1C,0,4
PRSS56,0,3
Q16586,0,24
Q14517,2,24
Q16663,0,8
Q5T5C0,0,14
q7z4h8,0,0
Q8NAU1,0,20
Q8NEW7,0,7
Q92876,1,25
Q8TAD2,0,0
Q9BUP0,0,25
Q9HCL0,2,24
S100A16,0,25
SHROOM2,0,18
synpo,0,24
CDHR5,0,19
tiprl,0,24
CRYBB2,0,10
ddx3y,0,24
CTAGE1,0,9
DIP2B,0,25
FSIP2,0,5
ERMN,0,7
Hoxd9,0,26
IPO11,0,24
METRNL,0,6
NAA20,0,21
OXSM,4,48
P19622,1,21
POU6F1,0,24
Q05925,1,26
Q5VTL8,0,24
Q6V1P9,0,0
Q7RTU9,0,6
SCGB1D2,0,13
Q9BZA8,2,24
ZNF146,0,24
DLL3,11,23
DPRX,0,0
ETV7,0,24
FAM90A9P,0,0
LHFPL3,0,4
GRIN3B,0,3
LRP3,1,9
MAMDC2,0,17
O15218,0,11
PCDH12,2,24
PCDHGA1,2,17
PSMG4,0,24
PURG,0,17
Q8NHH9,0,24
SEC14L2,1,12
USB1,0,24
SPANXA2,0,5
VWA3B,0,9
5696068,0,0
zic2,0,26
APMAP,0,24
CDH16,2,24
CLYBL,1,22
CUZD1,0,5
EFHD2,0,24
KLK4,1,9
PDZRN3,0,18
ANP32C,0,9
RBM24,0,24
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,62,0
EMP2,0,24
DLEC1,0,2
GABRP,0,3
R-MMU-1221633,0,0
KBTBD4,0,24
RAD54B,0,24
ANP32E,0,24
ZC3H12B,0,1
CDKN2AIP,0,24
AFAP1L1,0,6
ADAM7,0,2
PLAC9,0,8
NOBOX,0,1
AFAP1L2,1,12
OTOP1,0,0
FMN1,1,12
HIST1H1T,0,24
EIF1AY,0,15
KCNQ1DN,0,24
SLC25A33,0,10
SLC25A34,0,1
SPRR4,0,6
AARSD1,0,24
IGSF10,0,5
GPR89A,0,24
NBPF20,0,1
FAIM2,1,13
TTC39B,0,13
KLHDC1,0,3
KLHDC2,0,24
LYZL4,0,1
CLMN,0,18
PCDHAC2,2,24
CSNK1G3,10,41
FRMD4A,0,24
GPR141,0,14
TMC2,0,1
PCDHAC1,2,24
CCNY,0,26
AKR1E2,0,24
ZNF239,0,8
NKAIN3,0,48
IGSF9B,0,1
DRGX,0,0
CGB2,0,14
TP53TG3,0,1
TSPY1,0,7
ADGB,0,8
FOXN2,0,18
PLCL1,5,27
ATRNL1,0,15
ASTN2,0,9
NBEAP1,0,0
ZNF117,0,1
PHACTR4,0,24
ERGIC2,0,24
GSDMC,0,5
POU5F1B,0,1
CSNK1G1,9,33
SLK,1,25
a0a075b6k4,0,0
A0A075B6K5,0,0
A0A0A6YYK1,0,0
A0A0B4J1X5,0,0
A0A0B4J237,0,0
A0A0B4J262,0,0
A0A0B4J271,0,0
A0A0B4J2D9,0,0
A0A1B0GWG4,0,0
A0A1W2PPG7,0,0
A0A5A6,0,0
A0A5B0,0,0
A0PJY2,0,7
A1L429,0,2
A6NDK9,0,0
A6NED2,0,20
A6NHY2,0,0
A6NKG5,0,1
ADGRB1,0,24
APELA,0,0
apoptose,0,0
C9JH25,0,1
CCN6,0,0
cmet,0,0
egrf,0,0
DISP3,0,8
ERFE,0,4
gsea,0,0
GATB,1,26
IEA,0,0
LRIT1,0,3
LMBR1,0,24
LRRC55,0,3
MALRD1,0,0
MALSU1,0,24
Mitotic Telophase/Cytokinesis,0,0
METTL23,0,24
MMP21,1,3
MS4A10,0,1
MUC22,0,0
MYMK,0,0
MYO1D,1,24
NANOS1,0,24
MYT1L,0,8
NENF,0,24
NEUROG1,2,24
NIFK,0,25
NME6,21,48
nme5,21,48
NOL10,0,24
NOVA2,0,13
NPR3,0,24
Nprl3,0,24
nxn,0,26
O00458,0,24
NXPH4,0,24
O14558,0,23
O14753,0,24
o14683,0,14
O14960,1,14
O15225,0,0
O15258,0,24
O15482,0,24
O15370,0,26
O43781,1,22
O60225,0,12
O43908,0,9
O60739,0,24
O75052,0,24
O75081,1,30
O75534,1,26
O75503,0,24
O95219,1,24
OSBPL11,0,24
O95475,0,14
P07320,0,6
P09430,0,10
P0C7T8,0,2
p0cw18,0,3
P0CG31,0,0
P0DJD0,0,6
P0DMR3,0,0
P0DJR0,0,0
P0DP58,0,4
P36952,3,26
P40426,0,25
P52951,1,24
P49842,0,17
P58417,0,17
P62380,3,24
P59044,0,4
P81133,0,22
P98153,0,16
P84157,0,22
PAPOLG,0,22
PCDH1,2,24
PATE1,0,6
PCDHGB1,2,24
PGPEP1,0,13
PCSK1N,0,20
PLEKHG3,0,24
PPP1R42,0,1
PNRC1,1,25
PREPL,1,24
Prox2,0,1
PRR11,0,24
PRY2,0,0
PRRG3,0,9
PSORS1C1,0,1
PTCHD4,0,24
Q00G26,0,7
Q01415,4,24
Q01538,2,24
Q02779,8,33
Q03403,0,25
Q06889,1,28
Q07617,0,24
Q08AF3,0,9
Q0VAK6,0,11
Q13066,0,0
Q12988,0,24
Q13325,0,24
Q13395,0,24
Q13367,0,15
Q13609,0,24
Q15929,0,0
Q14863,0,0
Q16538,0,24
Q1L5Z9,0,13
Q16568,0,27
Q1L6U9,0,0
Q2M3T9,1,3
Q24JQ0,0,6
Q2TV78,0,0
Q3KR37,0,19
Q495B1,0,3
Q495C1,0,4
Q56VL3,0,24
Q5F1R6,0,15
Q5FWE3,0,4
Q5JQC9,0,11
Q5H9U9,0,8
Q5JRC9,0,2
Q5JXM2,0,0
Q5JY77,0,24
Q5SY13,0,0
Q5SY85,0,0
Q5T1M5,0,24
Q5T5S1,0,24
Q5T870,0,0
Q5TAA0,0,4
Q5THJ4,0,14
Q5UAW9,0,5
Q5VST6,0,24
Q5VUR7,0,0
Q5VWP3,0,15
Q5VYV0,0,0
Q63207,0,0
Q6B0B8,0,11
Q6NUK1,0,24
Q6KF10,9,16
Q6NWY9,0,14
Q6P4I2,0,23
Q6P4D5,0,1
Q6PEW0,0,0
Q6PIV7,0,1
Q6PML9,0,29
Q6UWM7,0,3
Q6UWM5,0,0
Q6UWV2,0,4
Q6UXM1,0,17
Q6UXB8,0,11
Q6ZN16,0,8
Q6ZUJ4,0,0
Q6ZUT3,0,2
Q6ZUT6,0,15
Q70Z53,0,24
Q7L311,0,14
Q7L211,0,1
Q7L8J4,0,24
Q7Z2G1,0,1
Q7Z3Q1,0,4
q7z4p5,9,19
Q7Z736,1,24
Q86SH4,0,0
Q86SM8,0,1
Q86XA0,0,24
Q86VD7,0,7
Q86YV6,0,6
Q8IVH2,0,24
Q8IU68,0,5
Q8IVW8,0,0
Q8IW92,0,24
Q8IW70,0,1
Q8IWE5,0,16
Q8IYT4,0,26
Q8IYB4,0,14
Q8N1N2,0,0
Q8N434,0,3
Q8N3R3,0,3
q8n6f7,0,7
Q8N6M8,0,24
Q8N752,3,34
q8n8v8,0,3
Q8N961,0,24
Q8NAP3,0,24
Q8N9W4,0,17
Q8ND23,0,0
Q8NG48,0,25
Q8NHU2,0,1
Q8NI51,0,24
Q8NHW6,0,6
Q8TCZ7,0,0
Q8WUH6,0,24
Q8TE96,0,24
Q8WV35,0,21
Q8WY21,0,12
Q92527,0,3
Q969J3,0,15
Q92858,0,24
Q969Z4,0,24
Q96AX1,0,24
Q96AQ9,0,11
Q96BH3,1,9
Q96D21,0,24
Q96FM1,0,5
q96k49,0,6
Q96IK1,0,15
Q96L12,0,12
Q96LB1,0,3
Q96ME7,0,24
Q96N11,0,0
Q96NT0,0,24
Q96NZ9,0,14
Q96P15,0,10
Q96P67,0,3
Q96QH8,0,0
Q96RJ6,0,25
Q96QR1,0,13
Q99574,1,25
Q9BQ67,0,24
Q9BRR8,0,24
Q9BUN1,0,0
Q9BWK5,0,4
Q9BXB4,0,24
Q9BYD9,0,0
Q9BZG2,0,24
Q9C093,0,8
Q9C0D0,0,8
Q9C0I3,0,8
Q9GZY1,0,1
Q9GZU2,1,24
Q9H1L0,0,0
Q9H267,0,24
Q9H1X1,0,17
Q9H2I8,0,24
Q9H3S3,0,13
Q9H330,0,16
Q9H4K1,0,0
Q9H5I5,0,5
Q9H4W6,0,24
Q9H5J0,0,24
Q9H6F5,0,24
Q9H5V7,0,24
Q9H6L5,0,24
q9h6y7,0,24
Q9HC44,0,24
Q9NNZ3,0,9
Q9HCC8,0,24
Q9NSY0,0,7
Q9NUY8,0,24
Q9NWH9,0,24
Q9NWU1,4,48
Q9NXG6,0,14
Q9NXZ1,0,3
Q9P0K9,0,5
Q9P0L9,0,13
Q9P2G3,0,17
Q9UBS9,0,24
Q9P2H5,0,4
Q9UDT6,0,25
Q9UF47,0,15
Q9UHB6,1,24
q9uig5,0,1
Q9UK00,0,0
Q9UKB5,0,5
Q9UKY1,0,24
Q9ULL8,0,0
Q9UL54,1,27
Q9ULT0,0,7
Q9Y2C4,0,16
Q9UPE1,0,24
Q9Y3T6,0,5
Q9Y4A8,0,22
Q9Y5H1,2,17
Q9Y5Z0,2,30
Q9Y620,0,24
Q9Y651,0,11
Q9Y696,0,24
QSOX2,0,24
RC3H2,0,24
RELCH,0,24
RGPD4,0,6
RNF26,0,24
RUFY2,0,17
sarcopenia,0,0
SAMD12,0,11
SBNO2,0,3
SCAF11,1,24
SCGN,0,24
SECISBP2L,0,20
SELENOO,0,16
SERPINA12,0,24
SLC38A11,0,1
SLC51A,0,24
SLFN13,0,3
SMPDL3A,0,11
SMTN,0,24
SOHLH2,0,10
SP5,1,5
SPEM1,0,3
SPINK13,0,0
SRPK3,0,24
SPZ1,0,25
STRA8,0,11
SYT14,0,4
SZT2,0,24
TANC2,0,24
tceal7,0,16
TGDS,2,10
TGM4,0,10
TINAG,0,24
TIGD7,0,9
TKTL1,6,25
TMEM108,0,24
TLX2,2,25
TMEM114,0,1
TMEM176B,0,4
TMEM175,0,6
TMEM231,0,24
TMEM260,0,7
TMPRSS15,0,8
tpra1,0,24
TP53INP2,0,19
TRIM66,0,1
TRIM67,0,0
TRMT1L,0,24
TTF2,2,24
TSKU,0,25
TUBD1,0,10
UBLCP1,0,24
TWF2,0,24
UMODL1,0,2
UPK3B,0,3
WDR66,0,5
WDR72,0,4
WFIKKN1,0,14
XKRX,0,20
YPEL1,0,17
ZNF137P,0,0
ZNF322,0,10
ZNF518B,0,7
ZNF652,0,11
A0A0B4J1Y9,0,0
ZNF85,0,8
A2RU54,0,3
A6NFQ7,0,0
A6NCS4,0,1
A6NHT5,0,4
A6NNN8,0,0
A6QL64,0,4
A8MWX3,0,0
ADGRL2,0,24
B7U540,0,3
BTAF1,0,24
C11orf95,0,0
CAMSAP3,1,25
Can,75,0
cbln1,0,16
CCDC110,0,6
CCDC62,0,4
CCDC68,0,22
CCDC65,0,15
CCDC91,0,24
celiac,0,0
CD163L1,0,0
CHTF18,0,24
CLIP2,0,25
CT47A1,0,0
CT47A2,0,0
CYLC2,0,19
DMTF1,2,24
DNAH5,1,14
DNAJB8,0,22
DPY19L1,0,21
DTD1,0,14
DPY19L3,0,9
E9PAV3,0,26
EGFLAM,0,23
EHD4,2,33
eNOS activation,72,0
enkur,0,9
EPS8L1,0,18
ERMARD,0,2
ERCC6L2,0,11
FBH1,0,24
GAGE12F,0,3
FBXO8,1,25
GANC,3,45
GCSAM,0,7
GDF10,9,19
GDF7,9,19
GGNBP2,0,25
GLIPR1L2,0,14
GMEB1,0,24
GPR75,0,11
GUF1,0,15
hipk4,0,24
HEPACAM2,0,24
HOXC12,0,24
IL17B,1,16
ILVBL,2,24
IRF2BP2,0,24
ITFG1,0,24
JCAD,0,8
KHDC3L,0,0
KLF17,0,3
KIAA1109,0,8
L0R6Q1,0,24
leishmaniasis,0,0
LCORL,0,16
LRRC38,0,1
LTO1,0,13
MBNL2,0,25
MPHOSPH9,0,24
MYO1H,0,0
NFE2L3,0,22
NCCRP1,0,24
NOMO3,0,15
nprl2,0,24
O00358,0,24
O43246,0,2
O43149,0,24
O60687,0,17
O75414,20,48
O75364,1,23
O94769,0,11
O94900,0,8
P09630,0,26
P0C864,0,0
P0C7U0,0,2
P0CE71,0,4
P0CJ76,0,0
P0CK96,0,2
P12036,0,25
P0DP24,25,49
P13667,0,24
P15865,0,0
P28290,0,24
P49773,0,24
P33981,0,29
P58304,0,22
PCDHA1,2,22
Pcdha9,0,21
PKDCC,0,4
PCDHB7,2,24
PLEKHF1,0,11
PTCHD3,0,2
PRRG4,0,24
Q01459,0,6
Q0ZGT2,0,24
Q0ZLH3,0,0
Q13461,0,1
Q12798,0,24
Q16670,0,24
Q3KQZ1,0,20
Q1XH10,0,24
Q4L180,0,5
Q4L235,0,7
Q52WX2,0,9
Q53EL9,0,24
Q53RD9,0,7
Q5EB70,0,0
Q5BKX6,0,26
Q5H9E4,0,2
Q5H9F3,0,24
Q5PT55,0,0
Q5TGI0,0,11
Q5TC63,0,8
Q5ZPR3,0,14
Q6AZY7,0,24
Q63HM2,0,7
Q6GMV2,0,22
Q6JEL2,0,24
Q6P4A7,0,24
Q6UWF3,0,4
Q6Q0C1,0,3
Q7L2K0,0,13
Q7L2R6,0,14
Q7Z4Y8,0,0
Q7Z7K6,0,24
Q86WB0,0,25
Q8IU85,0,25
Q8IVV2,0,6
Q8IWN7,0,16
q8iyt2,0,10
Q8N292,0,1
Q8N6C5,0,24
Q8N8Z6,0,6
Q8NBM4,0,24
Q8NC67,0,24
q8nbu5,0,21
Q8NDV2,0,2
Q8NEQ5,0,0
Q8NEG2,0,0
Q8NFV4,0,24
Q8TBJ5,0,25
Q8NFZ8,0,9
Q8TBP6,0,12
Q8TCU3,0,2
Q8TDJ6,0,24
Q8WUT9,0,8
Q8TER0,0,1
Q8WXA3,0,17
Q8WXX0,1,12
Q8WXF0,0,24
Q8WYR4,0,4
Q96A58,1,24
Q96BS2,0,11
Q96BW5,0,20
Q96BY2,0,24
Q96EP9,0,5
Q96L96,0,8
Q96QK8,0,9
Q96LT7,0,0
Q96RW7,0,24
Q99811,0,24
Q9BRT8,0,24
Q9BSK2,0,10
Q9BWT1,1,24
q9bxg8,0,25
Q9BYE2,0,5
Q9H322,0,0
Q9H5P4,0,19
Q9HDC9,0,24
Q9H7F0,0,14
Q9NQ55,0,24
Q9NRE1,0,19
Q9NQW6,0,25
Q9NS68,0,24
Q9NUJ7,0,4
Q9NS85,0,24
Q9NX36,0,8
Q9NX45,0,10
Q9P2J2,0,7
Q9UJH8,0,8
Q9UHP9,0,24
Q9UKB3,0,21
q9upp2,0,0
Q9ULJ8,0,24
Q9UPQ0,0,24
Q9UQ26,0,24
Q9UQB3,1,27
Q9Y4D8,0,0
Q9Y2G1,0,15
RAB11FIP5,0,24
RETREG1,0,24
RCAN2,2,24
RGL3,0,7
rubisco,0,0
RIMS4,0,12
